251,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-10-2021,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
252,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-11-2018,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
253,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-12-2016,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
254,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-01-2027,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
255,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-02-2024,\N,9:00 AM - 4:30 PM EST\n,CompTIA,USA,/brands/comptia.png
256,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-03-2024,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
257,37,https://www.learningtree.com/courses/comptia-datasys-certification-training/,CompTIA DataSys+ Certification Training\n,3190,USD,2044,5 days,01-04-2028,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
258,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-06-2003,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
259,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-06-2024,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
261,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-07-2015,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
